No.,Title,Author(s),Language,Game type,Duration,Min. number of players,Max. number of players,Entry threshold,Prerequisites,Link,Hashtags
700,Bus Stop,Lila Clairence,FR,jeepform,<2h,3,5,2,1,http://www.murder-party.org/bus-stop/,
701,Shooting,Baptiste Cazes,FR,jeepform,2-4h,2,2,3,1,http://www.murder-party.org/shooting/,#photography
702,Au loup,Les freres Ramond,FR,chamber larp,>6h,13,13,2,2,http://www.murder-party.org/au-loup/,"#medieval
#alienation"
703,Shadow Island,Sébastien Duverger-Nédellec,FR,chamber larp,>6h,11,11,2,2,http://www.murder-party.org/shadow-island/,"#10plus
#cthulhu"
704,Un coeur de mère,"Christina Christensen
Eirik Fatland",FR,jeepform,2-4h,15,15,2,1,http://www.murder-party.org/un-coeur-de-mere/,"#10plus
#trial"
705,(I Declare) Combat,Mike Young,EN,freeform,---,3,7,2,1,http://www.goldencobra.org/pdf/2016/(IDeclare)Combat_Young.pdf,#comedy
706,A Great Machine,Jared Axelrod,EN,freeform,<2h,99,10,1,1,http://www.goldencobra.org/pdf/2016/AGreatMachine_Axelrod.pdf,
707,The After Party,Chris Glover,EN,freeform,<2h,6,99,1,1,http://www.goldencobra.org/pdf/2016/TheAfterParty_Glover.pdf,#party
708,The Arcadians,"Jonathan Walton
Jackson Tegu",EN,freeform,2-4h,2,99,1,1,http://www.goldencobra.org/pdf/2016/Arcadians_WaltonTegu.pdf,#arcade
709,Ars camelopandi,Ben Lehman,EN,other,---,99,99,1,1,http://www.goldencobra.org/pdf/2016/ArsCamelopandi_Lehman.pdf,"#compedium
#sex
#giraffe"
710,Baltimore! Baltimore! Dinosaur!,Scott Slomiany,EN,freeform,<2h,4,12,1,1,http://www.goldencobra.org/pdf/2016/BaltimoreBaltimoreDinosaur_Slomiany.pdf,"#10plus
#dinosaur
#political"
711,Big Dicks,Countess Dillymore,EN,experimental larp,---,99,99,1,2,http://www.goldencobra.org/pdf/2016/BigDicks_Dillymore.pdf,#masculinity
712,Bottlequest,"Dominik Dracan Dembinski, Mikolaj Wicher",EN,other,<2h,99,99,1,2,http://www.goldencobra.org/pdf/2016/Bottlequest_WicherDembinski.pdf,"#10plus
#drinkinggame"
713,Brain Files,Kristin Firth,EN,freeform,<2h,3,99,2,1,http://www.goldencobra.org/pdf/2016/BrainFiles_Firth.pdf,#SF
714,CONfused,Clark B. Timmins,EN,freeform,<2h,3,4,2,2,http://www.goldencobra.org/pdf/2016/CONfused_Timmins.pdf,"#SF
#love"
715,Containment Breach,"Thomas White
Rafael Quinteiro",EN,chamber larp,---,3,99,1,1,http://www.goldencobra.org/pdf/2016/ContainmentBreach_WhiteQuinteiro.pdf,#SF
716,Ding Ding Daze!, Nicolas Hornyak,EN,freeform,<2h,99,99,1,1,http://www.goldencobra.org/pdf/2016/DinoDigDaze_Hornyak.pdf,"#dinosaur
#ghost"
717,Do The Astral Conga,Jay Sylvano,EN,freeform,<2h,8,10,2,2,http://www.goldencobra.org/pdf/2016/DoTheAstralConga_Sylvano.pdf,#comedy
718,Downtime,"Alex Carlson
Adam McConnaughey",EN,freeform,<2h,6,12,2,1,http://www.goldencobra.org/pdf/2016/Downtime_CarlsonMcConnaughey.pdf,"#10plus
#fantasy
#comedy"
719,Driving While Black,Ross Cheung,EN,freeform,---,4,7,2,2,http://www.goldencobra.org/pdf/2016/DrivingWhileBlack_Cheung.pdf,#racism
720,Empty Orchestra,Jeff Stormer,EN,freeform,---,2,99,1,1,http://www.goldencobra.org/pdf/2016/EmptyOrchestra_Stormer.pdf,#music
721,The End?,David Miessler-Kubanek,EN,chamber larp,2-4h,5,15,1,1,http://www.goldencobra.org/pdf/2016/TheEnd_Miessler-Kubanek.pdf,"#10plus
#dinosaur
#political"
722,Extinction Party.,Jason Cox,EN,freeform,---,5,12,1,2,http://www.goldencobra.org/pdf/2016/ExtinctionParty_Cox.pdf,"#10plus
#dinosaur
#party"
723,The Farce of Face,Ben Morrow,EN,freeform,<2h,7,14,2,1,http://www.goldencobra.org/pdf/2016/TheFarceofFace_Morrow.pdf,#10plus
724,"Free | Will
",tobie abad,EN,freeform,<2h,2,4,1,1,http://www.goldencobra.org/pdf/2016/FreeWill_Abad.pdf,http://minilarp.de/wordpress/wp-content/uploads/2018/02/DerTestflug.pdf
725,Glass Ceiling,"Jenn Martin
Todd Nicholas",EN,freeform,<2h,3,6,2,1,http://www.goldencobra.org/pdf/2016/GlassCeiling_MartinNicholas.pdf,"#women
#witch"
726,Comptes de fées,Jarim Lafourche,FR,chamber larp,4-6h,8,8,2,1,http://www.murder-party.org/comptes-de-fees/,#fantasy
727,Minette,Jus de radis,FR,jeepform,2-4h,8,8,2,1,http://www.murder-party.org/minette/,#criminal
728,La soirée,Hoog,FR,jeepform,<2h,4,8,2,1,http://www.murder-party.org/la-soiree/,#party
729,Minuit nulle part,Hoog,FR,jeepform,<2h,3,7,2,1,http://www.murder-party.org/minuit-nulle-part/,#party
730,Jeu mortel,"Christophe Cayrel Christophe
Michael Menoret",FR,jeepform,2-4h,6,6,2,1,http://www.murder-party.org/jeu-mortel/,#criminal
731,On s’était dit…,Leila Teteau-Surel,FR,chamber larp,4-6h,9,9,2,1,http://www.murder-party.org/on-setait-dit/,#friendship
732,Dirty Little Secrets,Murierl Algayres,FR,chamber larp,4-6h,10,10,2,1,http://www.murder-party.org/dirty-little-secrets/,"#family
#soapopera
#secrets"
733,Le procès,Artur Lefevbre,FR,chamber larp,2-4h,9,9,2,2,http://www.murder-party.org/le-proces/,#criminal
734,Seuls sous la neige,Hoog,FR,jeepform,2-4h,7,7,2,1,http://www.murder-party.org/seuls-sous-la-neige/,#relathionship
735,1+1,Simon James Pettitt,FR,jeepform,<2h,2,3,1,1,http://www.murder-party.org/11-2/,#relathionship
736,Papers,"Petter Karlsson
Martin Rother-Schirren",FR,jeepform,<2h,6,60,2,1,http://www.murder-party.org/papers/,"#10plus
#office"
737,Comme le houx,Helene Henry,FR,jeepform,<2h,2,2,2,1,http://www.murder-party.org/comme-le-houx/,#women
738,Rock’n’roll murder,Sandra,FR,jeepform,2-4h,14,14,2,1,http://www.murder-party.org/grease/,"#music
#dance
#grease
#50s
#criminal"
739,L’île des pirates,Olivier Artaud,FR,jeepform,2-4h,6,6,2,1,http://www.murder-party.org/lile-des-pirates/,"#pirates
#forkids"
740,The Grand Old Flock,Shawn Stokes,EN,freeform,<2h,6,6,2,2,http://www.goldencobra.org/pdf/2016/GrandOldFlock_Stokes.pdf,"#politic
#satyric"
741,The Great Discovery,Elizabeth Lui,EN,freeform,<2h,4,6,2,1,http://www.goldencobra.org/pdf/2016/TheGreatDiscovery_Lui.pdf,
742,Heart of the Dungeon,Kitty Stoholski,EN,freeform,<2h,4,5,1,2,http://www.goldencobra.org/pdf/2016/HeartoftheDungeon_Stoholski.pdf,#fantasy
743,In Memoriam,Shoshana Kessock,EN,freeform,<2h,4,4,2,2,http://www.goldencobra.org/pdf/2016/In%20Memoriam_Kessock.pdf,#ghost
744,It's All Good,Tim Hutchings,EN,freeform,---,99,99,2,1,http://www.goldencobra.org/pdf/2016/ItsAllGood_Hutchings.pdf,#30s
745,Journey to Aurora,Jeremy Alva,EN,freeform,2-4h,4,4,1,1,http://www.goldencobra.org/pdf/2016/JourneyToAurora_Alva.pdf,#journey
746,La Brea,Marc Majcher,EN,freeform,---,8,8,1,2,http://www.goldencobra.org/pdf/2016/LaBrea_Majcher.pdf,"#dinosaur
#party"
747,Lemonade (a tribute),"Elliott Smith
Gavin White",EN,freeform,---,99,99,1,2,http://www.goldencobra.org/pdf/2016/Lemonade(a%20tribute)_SmithWhite.pdf,#fantasy
748,"Let's Be Dinosaurs!
",Javier P. Beltrán,EN,freeform,---,2,99,1,1,http://www.goldencobra.org/pdf/2016/Let'sBeDinosaurs!_Beltran.pdf,"#dinosaur
"
749,The Life and Death of Stars,Clinton Ladd,EN,freeform,---,5,8,2,2,http://www.goldencobra.org/pdf/2016/TheLifeandDeathofStars_Ladd.pdf,#bowie
750,"Living Memories in the Forgetting Place
",Michael Victorine,EN,freeform,---,99,99,1,1,http://www.goldencobra.org/pdf/2016/LivingMemoriesintheForgettingPlace_Victorine.pdf,"#dreams
#memories"
751,"Living Spaces / Dead Spaces
","Hamish MacPherson
Michael Such",EN,freeform,<2h,8,20,2,1,http://www.goldencobra.org/pdf/2016/LivingSpacesDeadSpaces_%20MacPhersonSuch.pdf,"#10plus
#death"
752,Masks,Jason Feldstein,EN,freeform,<2h,4,12,2,2,http://www.goldencobra.org/pdf/2016/Masks_Feldstein.pdf,"#10plus
#popculture
#identity"
753,"Nowhere
",Jonny Garcia,EN,chamber larp,<2h,8,99,2,2,http://www.goldencobra.org/pdf/2016/Nowhere_Garcia.pdf,"#party
#SF"
754,"Night at the Galactic Grand Ball
",Casey Johnson,EN,freeform,---,4,4,2,2,http://www.goldencobra.org/pdf/2016/NightattheGalacticGrandBall_Johnson.pdf,"#love
#SF"
755,Off This Rock!,Will Tait,EN,freeform,<2h,4,99,1,1,http://www.goldencobra.org/pdf/2016/OFF_THIS_ROCK!_Tait.pdf,#music
756,One Hundred Feet Tall!,Joe Landolph,EN,freeform,<2h,5,9,1,1,http://www.goldencobra.org/pdf/2016/OneHundredFeetTall_Landolph.pdf,"#monster
#godzilla"
757,On the Other Side,"Kate Hill
Chris Dragga",EN,freeform,<2h,8,10,2,2,http://www.goldencobra.org/pdf/2016/OnTheOtherSide_HillDragga.pdf,#ghost
758,Ovni soit qui mal y pense,SPSR,FR,jeepform,4-6h,8,8,2,1,http://www.murder-party.org/ovni-soit-qui-mal-y-pense/,
759,L’ivresse des profondeurs,SPSR,FR,jeepform,4-6h,8,8,2,1,http://www.murder-party.org/livresse-des-profondeurs/,"#20s
#cthulhu"
760,Dieu est mort,SPSR,FR,jeepform,4-6h,9,9,2,1,http://www.murder-party.org/dieu-est-mort/,"#angels
#demons"
761,La pension,"Armelle Pineiro
Edouard Pineiro",FR,jeepform,2-4h,9,9,2,1,http://www.murder-party.org/la-pension/,#50s
762,Danse macabre,"Marie-Claire Artaud
Olivier X",FR,chamber larp,4-6h,10,10,2,2,http://www.murder-party.org/danse-macabre/,#medieval
763,Reservoir Dogs,Baptiste Cazes,FR,jeepform,2-4h,6,6,2,2,http://www.murder-party.org/reservoir-dogs/,#criminal
764,La Chapelle Ardente,Candice,FR,chamber larp,4-6h,9,9,2,2,http://www.murder-party.org/la-chapelle-ardente/,"#war
#DDay"
765,Minuit dix à Whitechapel,"Guillaume Montiage
Caroline Martineau
Pierre Farcy
Josephine Verneuil",FR,chamber larp,4-6h,8,8,2,2,http://www.murder-party.org/minuit-dix-a-whitechapel/,#criminal
766,De la super héroine plein les narines,"Caroline Martineau
Eric Changeon",FR,chamber larp,4-6h,9,9,2,2,http://www.murder-party.org/de-la-super-heroine-plein-les-narines/,#superheroes
767,Une véritable histoire de moldus,Raphael Thebaud,FR,chamber larp,2-4h,7,7,2,2,http://www.murder-party.org/une-veritable-histoire-de-moldus/,"#urbanfantasy
#harrypotter"
768,Good vibrations,Sébastien Duverger-Nédellec,FR,chamber larp,4-6h,10,10,2,2,http://www.murder-party.org/good-vibrations/,#SF
769,Beverly Place 2,"Guillaume Montiage
Sébastien Duverger-Nédellec",FR,chamber larp,4-6h,9,9,2,2,http://www.murder-party.org/beverly-place-2/,"#parody
#comedy"
770,Quelle famille !,Marie-Claire Artaud,FR,chamber larp,4-6h,8,8,1,1,http://www.murder-party.org/quelle-famille/,"#family
#coldwar"
771,La nécropole maudite,"Marie-Claire Artaud
Olivier Artaud",FR,chamber larp,4-6h,9,9,2,2,http://www.murder-party.org/la-necropole-maudite-gnmag-n8/,"#20s
#orient"
772,Douze inconnus,Ita Perez,FR,chamber larp,4-6h,12,12,2,2,http://www.murder-party.org/douze-inconnus-gnmag-n10/,"#10plus
#50s
#murder"
773,La légende de réveillon,Guillaume Besancon,FR,outdoor larp,>6h,12,27,2,2,http://www.murder-party.org/la-legende-de-reveillon-gnmag-n11/,"#10plus
#medieval"
774,Une soirée d’anniversaire macabre,"Julie Moncorger
Caroline Miquel",FR,chamber larp,4-6h,11,11,2,1,http://www.murder-party.org/une-soiree-danniversaire-macabre-gnmag-n13/,"#10plus
#criminal"
775,Nos amies les bêtes… empaillées ! ,"Virginie Dorge
France Pinson
Rosalie Vanderpoortaele",FR,jeepform,<2h,12,12,2,1,http://www.murder-party.org/nos-amies-les-betes-empaillees-gnmag-n14/,#10plus
776,Meurtre chez les druides,Stehpane Gesqueire,FR,chamber larp,4-6h,9,9,2,2,http://www.murder-party.org/meurtre-chez-les-druides-gnmag-n19/,#criminal
777,Rouge comme la neige,"Marie-Claire Artaud
Olivier Artaud
Beus
Sylvestre Delacour",FR,chamber larp,4-6h,1,,1,2,http://www.murder-party.org/rouge-comme-la-neige-gnmag-n21/,#ghost
778,Clair obscur,Matthieu Nicolas,FR,jeepform,<2h,8,8,2,1,http://www.murder-party.org/clair-obscur-gnmag-n22/,#medieval
779,Série noire à l’encre rouge,SPSR,FR,chamber larp,4-6h,8,8,2,2,http://www.murder-party.org/serie-noire-a-lencre-rouge/,#criminal
780,5 cadavres à la une,SPSR,FR,chamber larp,4-6h,8,8,2,2,http://www.murder-party.org/5-cadavres-a-la-une/,#criminal
781,Les salauds se cachent pour mourir,SPSR,FR,chamber larp,4-6h,8,9,2,2,http://www.murder-party.org/les-salauds-se-cachent-pour-mourir/,#criminal
782,Orion,Xochi Vergas,EN,freeform,<2h,6,6,2,1,http://www.goldencobra.org/pdf/2016/Orion_Verga.pdf,"#love
#relationship"
783,Owroboros,Anonymous,EN,freeform,<2h,4,99,2,1,http://www.goldencobra.org/pdf/2016/Owroboros_Anonymous.pdf,
784,The Porch,Jacqueline Bryk,EN,freeform,<2h,3,8,2,2,http://www.goldencobra.org/pdf/2016/ThePorch_Bryk.pdf,"#teenegers
#friensdship"
785,"Post Apocalyptic Tea House
",David Rothfeder,EN,chamber larp,---,99,99,2,2,http://www.goldencobra.org/pdf/2016/PostApocalypticTeahouse_Rothfeder.pdf,#postapo
786,"Rise and Fall of The New Galaxies
",Agata Świstak,EN,freeform,<2h,6,6,2,2,http://www.goldencobra.org/pdf/2016/RiseandFalloftheNewGalaxies_Lubanska.pdf,"#music
#60s"
787,"Rocks Fall, Everyone Dies: Dinosaur Edition
",Nicole Winchester,EN,freeform,<2h,6,99,1,1,http://www.goldencobra.org/pdf/2016/RocksFallEveryoneDiesDinoEdition_Winchester.pdf,"#dinosaur
#apocalyptic"
788,The Sound of Silence,Maury Brown,EN,freeform,<2h,2,12,2,1,http://www.goldencobra.org/pdf/2016/TheSoundofSilence_Brown.pdf,"#10plus
#communication"
789,Seance,Ailea Merriam-Pigg,EN,other,<2h,4,99,1,2,http://www.goldencobra.org/pdf/2016/Seance_Merriam-Pigg.pdf,"#victorian
#murder
#ghost"
790,Secret Dinosaurs,Eva Schiffer,EN,freeform,<2h,2,4,1,1,http://www.goldencobra.org/pdf/2016/SecretDinosaurs_Schiffer.pdf,#dinosaur
791,Soaring Fragments,"Antonio Amato
Francesco Rugerfred Sedda
Francesco Zani",EN,freeform,<2h,99,99,1,1,http://www.goldencobra.org/pdf/2016/SoaringFragments_AmatoSeddaZani.pdf,"#knowledge
#mentor"
792,Ruff Times ,Guilherme DR ,EN,freeform,<2h,3,6,2,2,http://www.goldencobra.org/pdf/2016/RuffTimes_DR.pdf,#dog
793,Star Level 10,"Madeline Wedig
Nick Wedig",EN,chamber larp,---,3,10,1,1,http://www.goldencobra.org/pdf/2016/StarLevel10_Wedig.pdf,#ghost
794,"The Sublime Flickering Light
",Evan Torner,EN,freeform,---,3,12,2,2,http://www.goldencobra.org/pdf/2016/SublimeFlickeringLight_Torner.pdf,"#10plus
#isolation"
795,The Symbiosis,"Sarah Lynne Bowman
Dani Higgins",EN,freeform,---,4,11,2,1,http://www.goldencobra.org/pdf/2016/Symbiosis_BowmanHiggins.pdf,"#10plus
#relationship"
796,Talking Goat,Jessie Rainbow,EN,freeform,---,4,4,1,1,http://www.goldencobra.org/pdf/2016/TalkingGoat_Rainbow.pdf,#fantasy
797,They're Onto Me, Banana Chan,EN,freeform,---,1,1,1,1,http://www.goldencobra.org/pdf/2016/TheyreOntoMe_Chan.pdf,#solo
798,This Place is Haunted,Jay Treat,EN,freeform,---,4,99,1,2,http://www.goldencobra.org/pdf/2016/ThisPlaceisHaunted_Treat.pdf,#ghost
799,"This Procrustean Bed
",Daniel H. Levine,EN,freeform,<2h,2,2,2,2,http://www.goldencobra.org/pdf/2016/ThisProcrusteanBed_Levine.pdf,#love
800,Too Many Mediums,Stephen Dewey,EN,freeform,<2h,4,4,1,1,http://www.goldencobra.org/pdf/2016/TooManyMediums_Dewey.pdf,"#comedy
#spirtistic"
801,Uplift,Ben Walker,EN,freeform,---,4,6,2,1,http://www.goldencobra.org/pdf/2016/Uplift_W.pdf,#love
802,Velociraptor's Grave, Ed Turner,EN,freeform,<2h,4,7,1,1,http://www.goldencobra.org/pdf/2016/VelociraptorsGrave_Turner.pdf,"#dinosaur
#ghost"
803,Waiting Room,Tayler Stokes,EN,freeform,<2h,8,99,2,1,http://www.goldencobra.org/pdf/2016/WaitingRoom_Stokes.pdf,#magicalrealism
804,"Warning! Death or Serious Injury Can Occur
A Game Poem about Parenting Advice
",Kat Jones,EN,chamber larp,<2h,4,99,1,1,http://www.goldencobra.org/pdf/2016/WarningtoAvoidSeriousInjury_Jones.pdf,#parenthood
805,We are Roommates Now,Wendy Gorman,EN,freeform,<2h,2,8,1,1,http://www.goldencobra.org/pdf/2016/WeAreRoommatesNow_Gorman.pdf,#culturaldifferences
806,What We Are in the Dark,Laura Wood,EN,chamber larp,<2h,4,8,2,2,http://www.goldencobra.org/pdf/2016/WhatWeAreInTheDark_Wood.pdf,#isolation
807,Wigilia,Jeff Dieterle,EN,freeform,---,5,5,2,2,http://www.goldencobra.org/pdf/2016/Wigilia_Dieterle.pdf,#family
808,This Miracle,"Lizzie Stark
Nick Fortugno",EN,experimental larp,4-6h,6,12,1,2,http://leavingmundania.com/2015/04/06/this-miracle/,"#10plus
#religion
#mythology"
809,In Residency,Lizzie Stark,EN,chamber larp,4-6h,9,25,1,2,https://www.drivethrurpg.com/product/133724/In-Residency,"#10plus
#PWYW
#art"
810,13 at the Table,"Kristin Hammerås
Solveig Malvik",EN,freeform,---,13,13,2,1,https://chambergames.wordpress.com/2007/09/13/13-at-the-table/,
811,13 atavola,"Kristin Hammerås
Solveig Malvik
IT: Andrea Castellani",IT,freeform,---,13,13,2,1,https://chambergames.wordpress.com/2007/09/13/13-at-the-table/,
812,Cez Mrtvoly,Andrej Tokarcik,CS,nano-larp,<2h,4,4,2,1,http://novypohlad.larpy.cz/hry/mrtvoly/,#criminal
813,Otcova rola,Tomas Dulka,CS,nano-larp,<2h,3,6,2,1,http://novypohlad.larpy.cz/hry/otec/,#family
814,Cest praci,Tomas Dulka,CS,nano-larp,<2h,4,4,2,1,http://novypohlad.larpy.cz/hry/praca/,"#politic
#satyric"
815,Tajomstvá zverokruhu,Andrej Tokarcik,CS,nano-larp,<2h,3,3,2,1,http://novypohlad.larpy.cz/hry/zverokruh/,
816,PolyTyka,Andrej Tokarcik,CS,nano-larp,---,4,8,2,1,http://novypohlad.larpy.cz/hry/polytyka/,"#satirical
#political"
817,Ulovený,Andrej Tokarcik,CS,nano-larp,2-4h,3,3,2,1,http://novypohlad.larpy.cz/hry/uloveny/,"#warveteran
#ethical"
818,Club Felis,"Martin Brodén
Ada Fredelius
Anna-Karin Linder",EN,chamber larp,---,20,40,2,2,https://chambergames.wordpress.com/2007/09/14/club-felis/,"#cat
#nigthclub"
819,Club Felis,"Martin Brodén
Ada Fredelius
Anna-Karin Linder",SV,chamber larp,---,20,40,2,2,http://www.verkligheter.se/felis/,"#cat
#nigthclub"
820,Club Felis,"Martin Brodén
Ada Fredelius
Anna-Karin Linder
CS: Court of Moravia",CS,chamber larp,---,20,40,,2,https://chambergames.wordpress.com/2007/09/14/club-felis/,"#cat
#nigthclub"
821,Club Felis,"Martin Brodén
Ada Fredelius
Anna-Karin Linder
Norwegian: Tor Kjetil Edland 
Trine Lise Lindahl",---,chamber larp,---,20,40,2,2,https://chambergames.wordpress.com/2007/09/14/club-felis/,"#cat
#nigthclub"
822,Limbo,Tor Kjetil Edland,EN,chamber larp,2-4h,6,12,2,1,https://chambergames.wordpress.com/2007/10/26/limbo/,"#10plus
#death"
823,1-2-3 Larp,"Ingebjørg Berg Holm
Torstein Utne",EN,nano-larp,---,99,99,1,1,https://chambergames.wordpress.com/2008/01/07/instant-larp/,
824,The Crisis Meeting,Sonja Erlenkamp ,EN,nano-larp,---,99,99,1,1,https://chambergames.wordpress.com/2008/01/07/instant-larp/,
825,Tango para dois,"Even Tømte
Tor Kjetil Edland
PT -  Cauê Martins
",PT,experimental larp,<2h,4,4,3,1,https://chambergames.files.wordpress.com/2008/10/tango-para-dois.pdf,#dance
826,A Game in the Park,Tomas H.V. Mørkrid,,nano-larp,<2h,4,6,1,1,https://chambergames.wordpress.com/2008/06/17/a-game-in-the-park/,
827,New Voices in Art,"Tor Kjetil Edland
Arvid Falch
Erling Rognli",EN,chamber larp,---,10,25,2,2,https://chambergames.wordpress.com/2008/01/08/new-voices-in-art/,"#party
#art"
828,The Family Andersson,"Åke Nolemo
Johan Röklander",SV,chamber larp,2-4h,8,10,2,1,https://chambergames.wordpress.com/2009/05/29/the-family-andersson/,#family
829,The Kick Inside,"Martin Brodén
Kristoffer Lindh",EN,jeepform,---,4,4,2,1,https://chambergames.wordpress.com/2010/07/22/121/,"#identity
#life"
830,"When Our Destinies Meet
","Morgan Jarl
Petter Karlsson",EN,jeepform,---,4,15,2,2,https://chambergames.wordpress.com/2012/06/29/when-our-destinies-meet/,
831,Fire at Midnight,Frank Branham,EN,chamber larp,2-4h,10,12,2,1,https://larplibrary.org/brands/frank-branham/projects/71-fire-at-midnight,"#10plus
#vampire
#WOD"
832,Fading Lights,"Edwin Karat
Jakob Weisblat
 Xavid",EN,nano-larp,<2h,5,12,2,1,https://larplibrary.org/brands/l-i-m-i-n-a-l-i-t-y-s-q-u-i-d/projects/85-fading-lights,#10plus
833,Emotional Baggage,"Quinn D
Susan Weiner
Steve Vig",EN,nano-larp,2-4h,7,7,2,1,https://larplibrary.org/brands/alleged-entertainment/projects/65-emotional-baggage,#airplane
834,Dead Man's Party: Vincent Throws a Kegger!,"Stephanie Olmstead-Dean
Paul S. Dwyer
Gordon Olmstead-Dean",EN,chamber larp,2-4h,50,50,1,1,https://larplibrary.org/brands/stephanie-olmstead-dean-paul-s-dwyer-and-gordon-olmstead-dean/projects/72-dead-man-s-party-vincent-throws-a-kegger,#party
835,City Council of Hound's Teeth,"Susan Weiner
Vito D'Agosta",EN,chamber larp,2-4h,13,22,2,1,https://larplibrary.org/brands/alleged-entertainment/projects/61-city-council-of-hound-s-teeth,#fantasy
836,Cast Party,Susan Weiner,EN,nano-larp,<2h,99,99,3,1,https://larplibrary.org/brands/alleged-entertainment/projects/58-cast-party,#party
837,Bus Stop 25th Anniversary Edition,Douglas Milewski,EN,nano-larp,<2h,30,30,2,1,https://larplibrary.org/brands/douglas-milewski/projects/74-bus-stop-25th-anniversary-edition,#10plus
838,A Birthday Surprise,"Kenneth Brown
Gordon Olmstead-Dean",EN,chamber larp,4-6h,11,15,2,2,https://larplibrary.org/brands/gordon-olmstead-dean/projects/69-a-birthday-surprise,#criminal
839,The Battle for Control Of The Soul of the Republican Party,"John Corrado, Jr.",EN,chamber larp,---,99,99,2,1,https://larplibrary.org/brands/john-corrado-jr/projects/70-the-battle-for-control-of-the-soul-of-the-republican-party,#political
840,The Barbecue,"Jeff Diewald
Marsha Gershon
Jaelen Hartwin
Sarah Judd
Joshua Kronengold
Gaylord Tang",EN,chamber larp,4-6h,10,10,2,2,https://larplibrary.org/brands/2012-new-england-larp-conference-nelco-build-your-own-game-seminar/projects/73-the-barbecue,#sliceoflife
841,The Always Waltz,"Caroline Murphy
Alex Brune",EN,chamber larp,2-4h,16,16,2,2,https://larplibrary.org/brands/caroline-murphy/projects/11-the-always-waltz,"#horror
#love
#historical #10plus"
842,Afterlife,"Xavid
Jayson Lynch
Katie Sedlar
Faye Dukhovni",EN,nano-larp,<2h,11,17,2,1,https://larplibrary.org/brands/afterlife-gms-mit-assassins-guild/projects/76-afterlife,"#10plus
#death
#afterlife"
843,In the Jungle,"Susan Weiner
Vito D'Agosta",EN,nano-larp,<2h,7,12,2,1,https://larplibrary.org/brands/alleged-entertainment/projects/57-in-the-jungle,"#10plus
#relatonship"
844,The Importance of Being Convergent,"Matt Peairs 
Xavid",EN,nano-larp,<2h,5,12,2,1,https://larplibrary.org/brands/xavid/projects/63-the-importance-of-being-convergent,"#10plus
#fantasy"
845,I was a Teenage Mutant from Outer Space,"John Corrado, Jr.",EN,chamber larp,---,36,36,2,1,https://larplibrary.org/brands/john-corrado-jr/projects/60-i-was-a-teenage-mutant-from-outer-space,"#10plus
#bmovies"
846,High Crimes and Misdemeanors,Gordon Olmstead-Dean,EN,chamber larp,2-4h,18,18,2,2,https://larplibrary.org/brands/gordon-olmstead-dean/projects/68-high-crimes-and-misdemeanors,"#10plus
#political"
847,The Greater Trumps,"Ken Brown
Hugh Eckert
Dave Singer",EN,chamber larp,---,99,99,---,---,https://larplibrary.org/brands/ken-brown-hugh-eckert-and-dave-singer/projects/54-the-greater-trumps,#tarot
848,A Garden of Forking Paths,"Susan Weiner
Vito D'Agosta
Nat Budin",EN,chamber larp,2-4h,12,12,2,2,https://larplibrary.org/brands/alleged-entertainment/projects/3-a-garden-of-forking-paths,#10plus
849,An UnConventional Odyssey,"Kirt Dankmyer
Jon Lemich",EN,nano-larp,<2h,5,12,2,1,https://larplibrary.org/brands/kirt-dankmyer-and-jon-lemich/projects/53-an-unconventional-odyssey,"#10plus
#vampire"
850,The Trial of the Big Bad Wolf,"Sage Shepperd
Joshua Sheena
Jaelen Hartwin
Nat Budin",EN,nano-larp,<2h,5,12,2,1,https://larplibrary.org/brands/team-no-pants/projects/2-the-trial-of-the-big-bad-wolf,"#10plus
#urbanfantasy"
851,Too Late,Xavid,EN,nano-larp,<2h,7,7,2,1,https://larplibrary.org/brands/floating-worlds/projects/77-too-late,"#timetravel
#persona"
852,Time Travel Review Board,"Susan Weiner
Vito D’Agosta
Jaelen Hartwin
Nat Budin
Anne Wiltgen",EN,nano-larp,<2h,12,24,2,1,https://larplibrary.org/brands/alleged-entertainment/projects/5-time-travel-review-board,#spacetravel
853,Third Date,Susan Weiner,EN,nano-larp,<2h,4,8,2,1,https://larplibrary.org/brands/alleged-entertainment/projects/66-third-date,#relationship
854,Strangers on a Bus,Bruce Glassco,EN,nano-larp,<2h,5,5,2,1,https://larplibrary.org/brands/bruce-glassco/projects/55-strangers-on-a-bus,
855,A Space Operetta,"Ken Brown
Gordon Olmstead-Dean
Stephanie Olmstead-Dean",EN,chamber larp,2-4h,14,30,2,2,,"#SF
#spaceopera
#satyric"
856,Siege Mentality II,"J. Tuomas Harviainen
Roger Gammans",EN,other,---,99,99,---,---,https://larplibrary.org/brands/j-tuomas-harviainen/projects/51-siege-mentality-ii,
857,The Sharing,"Julia Pilowsky
Matthew Kamm",EN,chamber larp,2-4h,15,15,2,2,https://larplibrary.org/brands/econauts/projects/75-the-sharing,"#10plus
#SF"
858,Saturday Market,Nat Budin,EN,nano-larp,<2h,5,12,2,1,https://larplibrary.org/brands/alleged-entertainment/projects/62-saturday-market,"#10plus
#comedy"
859,"A Serpent Of Ash, version 1.5eng",J. Tuomas Harviainen,EN,---,---,99,99,---,---,https://larplibrary.org/brands/j-tuomas-harviainen/projects/50-a-serpent-of-ash-version-1-5eng,
